,FIRM GROWTH,ANNUAL SALES,INITIAL SALES,CREDIT ACCESS,_2015_a6b,,,,,,,,,,,,,,,,,,,,
,-33%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,6%,250000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,-15%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,300000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,200000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,64000000,45000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-4%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-13%,600000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-20%,170000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,50%,120000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,20000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-6%,72000000,83000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-13%,550000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,800000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,967%,27740000,13140000,,,,,,,,,,,,,,,,,,,,,,
,-14%,9000000,8000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-4%,2000000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,2900%,1200000000,840000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,6%,10000000,15000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,10000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,54000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,-19%,90000000,130000000,,,,,,,,,,,,,,,,,,,,,,
,76%,107250000,117975000,,,,,,,,,,,,,,,,,,,,,,
,7%,300000000,20000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,182500000,170000000,,,,,,,,,,,,,,,,,,,,,,
,1329%,1440000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,1141%,1750000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,29%,164000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,801%,153600000,256000000,,,,,,,,,,,,,,,,,,,,,,
,-15%,Don't know (spontaneous),72000000,,,,,,,,,,,,,,,,,,,,,,
,-18%,108000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,10920%,72000000,48000000,,,,,,,,,,,,,,,,,,,,,,
,15%,9E+13,8.7E+13,,,,,,,,,,,,,,,,,,,,,,
,-6%,4.4E+12,3.8E+12,,,,,,,,,,,,,,,,,,,,,,
,-25%,6E+11,70000000000,,,,,,,,,,,,,,,,,,,,,,
,-29%,2400000000,540000000,,,,,,,,,,,,,,,,,,,,,,
,14%,8400000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,9%,740000000,765000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-14%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,6%,1800000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,60%,Don't know (spontaneous),1000000000,,,,,,,,,,,,,,,,,,,,,,
,42%,468000000,435000000,,,,,,,,,,,,,,,,,,,,,,
,32%,780000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,25%,466500000,430000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,1040000000,1050000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,6%,250000000,336000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,Don't know (spontaneous),18000000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,360000000,360000000,,,,,,,,,,,,,,,,,,,,,,
,17%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,82500000,85000000,,,,,,,,,,,,,,,,,,,,,,
,10%,300000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,400000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,200000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,180000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,-7%,42000000,7000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,210000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,1329%,378000000,270000000,,,,,,,,,,,,,,,,,,,,,,
,10%,1440000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,15%,600000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,13%,1200000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-13%,1440000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-25%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,500000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,10000000000,9500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,200%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-7%,1E+11,4E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,870000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,96000000,96000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,150000000,75000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,500000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),24000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,270000000,120000000,,,,,,,,,,,,,,,,,,,,,,
,0%,7200000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,-23%,360000000,432000000,,,,,,,,,,,,,,,,,,,,,,
,14%,2.88E+11,2.3E+11,,,,,,,,,,,,,,,,,,,,,,
,0%,9000000000,8400000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,765000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,11%,12000000000,10200000000,,,,,,,,,,,,,,,,,,,,,,
,200%,1500000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-84%,60000000000,50000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,360000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,14%,4500000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,9000000000,8500000000,,,,,,,,,,,,,,,,,,,,,,
,-38%,24000000000,22000000000,,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,100%,240000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,6%,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,233%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,461%,750000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-41%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,233%,8600000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-44%,14445618000,42363023000,,,,,,,,,,,,,,,,,,,,,,
,3233%,240000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,33%,1000000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,50%,25000000000,29200000000,,,,,,,,,,,,,,,,,,,,,,
,-67%,1600000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,20%,1200000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,400%,650000000,540000000,,,,,,,,,,,,,,,,,,,,,,
,1400%,150000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,117000000,30000000,,,,,,,,,,,,,,,,,,,,,,
,0%,5000000000,3000000,,,,,,,,,,,,,,,,,,,,,,
,5%,200000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-17%,500000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,150000000,76000000,,,,,,,,,,,,,,,,,,,,,,
,13%,1800000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,80000000,45000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,14000000000,11000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,14400000000,14400000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-43%,7800000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,-30%,4320000000,3900000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,180000000,140000000,,,,,,,,,,,,,,,,,,,,,,
,1500%,90000000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,9%,100000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-55%,96000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,-6%,2920000000,3650000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1080000000,1140000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,15000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,43%,2.46375E+11,268300000,,,,,,,,,,,,,,,,,,,,,,
,33%,1900000000,1500000,,,,,,,,,,,,,,,,,,,,,,
,25%,40000000000,30000000000,,,,,,,,,,,,,,,,,,,,,,
,33%,11460000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,30%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,22%,2720000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,42%,400000000,219000000,,,,,,,,,,,,,,,,,,,,,,
,50%,2160000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,56%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,38%,18000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,50%,42000000000,30000000000,,,,,,,,,,,,,,,,,,,,,,
,33%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,50%,1000000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,56%,960000000,990000000,,,,,,,,,,,,,,,,,,,,,,
,33%,300000000,280000000,,,,,,,,,,,,,,,,,,,,,,
,135%,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,3600000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,25%,16000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,18%,182000000,163000000,,,,,,,,,,,,,,,,,,,,,,
,43%,470000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,33%,300000000,358000000,,,,,,,,,,,,,,,,,,,,,,
,25%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,21%,380000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,40%,2000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,36%,4380000000,720000000,,,,,,,,,,,,,,,,,,,,,,
,40%,150000000,90000000,,,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,34%,500000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-40%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-33%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-91%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,67%,1500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-12%,378000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,99999900%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,0%,2500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,99900%,180000000,170000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,5400000000,3600000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,600000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-6%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-44%,4032000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,171840000,200000000,,,,,,,,,,,,,,,,,,,,,,
,333233%,1440000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,2040000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,480000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,1200000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,400000000,440000000,,,,,,,,,,,,,,,,,,,,,,
,28%,540000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,108991%,120000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,1000000000,1100000000,,,,,,,,,,,,,,,,,,,,,,
,9%,150000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,50000000,20000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,700000000,770000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,500000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,9%,6000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,70200000000,70200000000,,,,,,,,,,,,,,,,,,,,,,
,2%,95000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,9%,3000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,1300000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,4%,1500000000,950000000,,,,,,,,,,,,,,,,,,,,,,
,4%,540000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,14%,4927500000,711750000,,,,,,,,,,,,,,,,,,,,,,
,15%,720000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,33%,600000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,6%,1100000000,1700000000,,,,,,,,,,,,,,,,,,,,,,
,8%,5000000000,3500000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1250000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,5%,48000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-17%,5185000000,3872000,,,,,,,,,,,,,,,,,,,,,,
,-87%,2700000000,2300000000,,,,,,,,,,,,,,,,,,,,,,
,-14%,1100000000,950000000,,,,,,,,,,,,,,,,,,,,,,
,-23%,880000000,465000000,,,,,,,,,,,,,,,,,,,,,,
,10%,950000000,1100000000,,,,,,,,,,,,,,,,,,,,,,
,6%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-20%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-40%,42000000,36200000,,,,,,,,,,,,,,,,,,,,,,
,-17%,250000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,12%,1500000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,683%,3200000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,67%,100000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,-22%,750000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,2500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,6%,500000000,380000000,,,,,,,,,,,,,,,,,,,,,,
,20%,200000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,39%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-20%,3200000000,4728000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,741835000,965000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,3600000000,3400000000,,,,,,,,,,,,,,,,,,,,,,
,-88%,486000000,618000000,,,,,,,,,,,,,,,,,,,,,,
,0%,840000000,719000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2520000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,-9%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-10%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-13%,72000000,742000000,,,,,,,,,,,,,,,,,,,,,,
,46%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,43%,184000000,174000000,,,,,,,,,,,,,,,,,,,,,,
,-20%,1875000000,1570000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,5400000000,4300000000,,,,,,,,,,,,,,,,,,,,,,
,-46%,1.28E+11,1.61025E+11,,,,,,,,,,,,,,,,,,,,,,
,-21%,467000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3560000000,3850000000,,,,,,,,,,,,,,,,,,,,,,
,7%,280710000,251752000,,,,,,,,,,,,,,,,,,,,,,
,100%,18000000000,21600000000,,,,,,,,,,,,,,,,,,,,,,
,25%,200000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,142757%,550000000,40000000,,,,,,,,,,,,,,,,,,,,,,
,25%,50000000,70000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,100000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,20%,50000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,14%,60000000,140000000,,,,,,,,,,,,,,,,,,,,,,
,-40%,100000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,2000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,8000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,120000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,5%,300000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,60%,1500000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,0%,700000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,6%,800000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,500000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,500000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,800000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,500000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,0%,60000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,0%,600000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,17%,1000000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,0%,252000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,0%,700000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,0%,5000000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,-15%,500000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,4%,75000000,60000000,,,,,,,,,,,,,,,,,,,,,,
,-10%,2200000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,-99%,950000000,890000000,,,,,,,,,,,,,,,,,,,,,,
,9%,2200000000,227000000,,,,,,,,,,,,,,,,,,,,,,
,6%,315000000,298000000,,,,,,,,,,,,,,,,,,,,,,
,0%,900000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,352000000,308000000,,,,,,,,,,,,,,,,,,,,,,
,25%,12500000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,-33%,926000000,837000000,,,,,,,,,,,,,,,,,,,,,,
,11900%,240000000,190000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,231000000,198000000,,,,,,,,,,,,,,,,,,,,,,
,11%,210000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,7%,3722600000,3459000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,820000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,0%,673000000,682000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,300000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,2%,428000000,396000000,,,,,,,,,,,,,,,,,,,,,,
,-8%,180000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,18%,200000000,1600000000,,,,,,,,,,,,,,,,,,,,,,
,50%,200000000,240000000,,,,,,,,,,,,,,,,,,,,,,
,-32%,284000000,316000000,,,,,,,,,,,,,,,,,,,,,,
,50%,950000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,5%,935000000,853000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,1350000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,20%,350000000,325000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,282000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,-11%,2560000000,5300000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,750000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,75%,1300000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1500000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,50%,700000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,50%,700000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,983%,700000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,1025%,6000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,19%,600000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,33%,380000000,375000000,,,,,,,,,,,,,,,,,,,,,,
,150%,600000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,-49%,900000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1209000000,806000000,,,,,,,,,,,,,,,,,,,,,,
,9%,6000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,400%,10000000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,400000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,0%,600000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,-50%,5300000000,4300000000,,,,,,,,,,,,,,,,,,,,,,
,-3%,1.023E+12,2.001E+12,,,,,,,,,,,,,,,,,,,,,,
,7%,6600000000,5100000000,,,,,,,,,,,,,,,,,,,,,,
,-99%,1700000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,-38%,600000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,0%,300000000,240000000,,,,,,,,,,,,,,,,,,,,,,
,20%,800000000,850000000,,,,,,,,,,,,,,,,,,,,,,
,4%,1100000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,567%,75000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,0%,250000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,-100%,1600000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,42%,400000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,264%,2000000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,20%,1800000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,94%,1500000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,64%,2050000000,2150000000,,,,,,,,,,,,,,,,,,,,,,
,5%,2100000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,11034%,2500000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,51%,2000000000,1700000000,,,,,,,,,,,,,,,,,,,,,,
,0%,576000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,0%,360000000,320000000,,,,,,,,,,,,,,,,,,,,,,
,1240%,117000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,43%,180000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,1800000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,15%,300000000,450000000,,,,,,,,,,,,,,,,,,,,,,
,115641%,90000000000,85000000000,,,,,,,,,,,,,,,,,,,,,,
,5%,1100000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,14%,1600000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,120000000,132000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,650000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,0%,360000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,173%,1200000000,1250000000,,,,,,,,,,,,,,,,,,,,,,
,8%,260000000,300000000,,,,,,,,,,,,,,,,,,,,,,
,0%,3000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,2000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,108000000,72000000,,,,,,,,,,,,,,,,,,,,,,
,1463%,162000000,196000000,,,,,,,,,,,,,,,,,,,,,,
,14%,24000000,18000000,,,,,,,,,,,,,,,,,,,,,,
,-7%,1080000000,1150000000,,,,,,,,,,,,,,,,,,,,,,
,757%,800000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,50%,1300000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,0%,180000000,180000000,,,,,,,,,,,,,,,,,,,,,,
,4%,2880000000,270000000,,,,,,,,,,,,,,,,,,,,,,
,50%,600000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,900%,140000000,150000000,,,,,,,,,,,,,,,,,,,,,,
,-17%,240000000,250000000,,,,,,,,,,,,,,,,,,,,,,
,-50%,2400000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,775%,108000000,108000000,,,,,,,,,,,,,,,,,,,,,,
,0%,720000000,680000000,,,,,,,,,,,,,,,,,,,,,,
,25%,75000000,80000000,,,,,,,,,,,,,,,,,,,,,,
,733%,625000000,650000000,,,,,,,,,,,,,,,,,,,,,,
,1233%,403600000,500000000,,,,,,,,,,,,,,,,,,,,,,
,-25%,300000000,170000000,,,,,,,,,,,,,,,,,,,,,,
,-4%,450000000,420000000,,,,,,,,,,,,,,,,,,,,,,
,10%,624000000,1248000000,,,,,,,,,,,,,,,,,,,,,,
,0%,1500000000,105000000,,,,,,,,,,,,,,,,,,,,,,
,17%,1800000000,145000000,,,,,,,,,,,,,,,,,,,,,,
,0%,900000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,21%,640000000,71000000,,,,,,,,,,,,,,,,,,,,,,
,17%,51200000,60000000,,,,,,,,,,,,,,,,,,,,,,
,14%,180000000,220000000,,,,,,,,,,,,,,,,,,,,,,
,14%,27000000000,245000000,,,,,,,,,,,,,,,,,,,,,,
,20%,144000000,125000000,,,,,,,,,,,,,,,,,,,,,,
,0%,213000000,226000000,,,,,,,,,,,,,,,,,,,,,,
,-5%,450000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,7%,85000000,120000000,,,,,,,,,,,,,,,,,,,,,,
,0%,108000000,95000000,,,,,,,,,,,,,,,,,,,,,,
,-13%,380000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,0%,60000000,72000000,,,,,,,,,,,,,,,,,,,,,,
,0%,600000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,0%,96000000,96000000,,,,,,,,,,,,,,,,,,,,,,
,13%,540000000,510000000,,,,,,,,,,,,,,,,,,,,,,
,50%,176000000,110000000,,,,,,,,,,,,,,,,,,,,,,
